handle,dataExtractionTime,rating,maxRating,nRatedContestParticipations,daysSinceRegistered,nSolvedProblems,nLastSolvedProblems,solvedProblemsPonderation,lastSolvedProblemsPonderation,solvedInterestingProblemsPonderation,lastSolvedInterestingProblemsPonderation,constancy,solvedProblemsMean,lastSolvedProblemsMean,performance1stLatestContest,performance2ndLatestContest,performance3rdLatestContest,performance4thLatestContest,ratingChange,futureRating
Mamun064,1711747800.0,1339.0,1339.0,115.0,1491.0,1413.0,376.0,16175455.20103072,6837187.185866338,2370800.766649147,1596021.1872405952,0.2095344241528398,482.0191082802548,667.9148936170212,1618.0,1183.0,1234.0,1320.0,-75.0,1264.0
smit_384,1711747800.0,1279.0,1367.0,30.0,409.0,304.0,297.0,4132584.526611825,4089439.202083082,710448.5815595487,710448.5815595487,0.002151657414559676,545.671052631579,550.6296296296297,1255.0,1485.0,1188.0,1298.0,215.0,1494.0
skyoung,1711747800.0,1645.0,1732.0,50.0,781.0,256.0,154.0,5670550.478393998,3907751.622962318,1060787.7656117983,654481.5113376694,0.003426265279292768,719.0625,792.012987012987,1384.0,2002.0,1810.0,1376.0,146.0,1791.0
abhinavgangil,1711747800.0,1319.0,1377.0,38.0,479.0,201.0,179.0,3914176.3612969294,3719895.5956862187,1083087.1257172334,1059511.6798647076,0.01839641212192808,688.9601990049752,724.0167597765363,1208.0,1293.0,1443.0,1298.0,82.0,1401.0
shstyle,1711747800.0,1803.0,1905.0,54.0,459.0,404.0,281.0,8462420.264559062,6522611.855677024,1920384.240233436,1586097.1612505761,0.002263904014822803,698.4851485148515,758.9217081850534,1497.0,1950.0,1920.0,1817.0,213.0,2016.0
phictus,1711747800.0,1486.0,1486.0,25.0,535.0,211.0,161.0,5384035.2629009755,4655040.957638715,809178.2948029272,652724.4307444282,0.0025200511757028582,771.8199052132701,854.3726708074535,1525.0,1635.0,1359.0,1460.0,117.0,1603.0
pro_harshit,1711747800.0,1438.0,1510.0,39.0,364.0,192.0,177.0,2606731.319669628,2556672.927197764,513144.0612209543,512533.1209620091,0.002151657414559676,527.1041666666666,554.090395480226,1519.0,1384.0,1468.0,1239.0,74.0,1512.0
Yuval_,1711747800.0,1215.0,1303.0,61.0,483.0,479.0,281.0,9093860.94512874,6292002.549285311,2161351.914159251,1767540.4494852403,0.009309680944792325,689.384133611691,774.6797153024911,1062.0,1257.0,1236.0,1439.0,184.0,1399.0
Lanzy,1711747800.0,1589.0,1604.0,36.0,360.0,477.0,373.0,5379340.761575208,4716744.825194239,1009545.9122987305,931964.8631458505,0.002151657414559676,432.59329140461216,474.2707774798928,1574.0,1564.0,1883.0,1577.0,10.0,1599.0
scottlv95,1711747800.0,1684.0,1822.0,42.0,597.0,200.0,99.0,2851850.657459367,1534826.8545745537,618750.5610128181,302931.0400751474,0.0025917087537488497,526.5,561.4545454545455,1399.0,1977.0,1647.0,1717.0,146.0,1830.0
AmgadS,1711747800.0,1271.0,1271.0,17.0,288.0,37.0,37.0,429529.4230091042,429529.4230091042,47762.481976011426,47762.481976011426,0.0032052599164108073,496.56756756756755,496.56756756756755,1346.0,1186.0,1479.0,1027.0,22.0,1293.0
R.Oppenheimer,1711747800.0,1301.0,1318.0,58.0,533.0,626.0,371.0,7793320.9539832,5372515.54346812,1107222.1069888773,869701.3566491646,0.04635605374991679,513.8562300319488,571.7762803234501,1250.0,1363.0,1324.0,1314.0,45.0,1346.0
ShirayukiNoa,1711747800.0,1853.0,2069.0,20.0,257.0,76.0,76.0,1258166.5217352484,1258166.5217352484,340610.3942127173,340610.3942127173,0.0025917087537488497,582.5263157894736,582.5263157894736,1763.0,1856.0,1538.0,2088.0,163.0,2016.0
sahilanand,1711747800.0,1327.0,1444.0,170.0,1079.0,1072.0,161.0,16360582.993708573,2806873.4686690173,3734398.3218004405,770280.6243592674,0.0023237409773070945,580.276119402985,632.0062111801242,1402.0,1131.0,1374.0,1171.0,-2.0,1325.0
prz1213,1711747800.0,1790.0,1889.0,49.0,284.0,255.0,249.0,2854081.2192821247,2847342.9252156164,576114.195611867,576114.195611867,0.0022065917115393877,439.4117647058824,448.1526104417671,1493.0,1952.0,1979.0,1771.0,142.0,1932.0
Koushik,1711747800.0,1644.0,1644.0,44.0,356.0,127.0,110.0,774346.6209759614,675227.0046227314,76526.40003528554,68988.22121266605,0.002151657414559676,299.3070866141732,300.54545454545456,1707.0,1749.0,1521.0,1955.0,5.0,1649.0
2018LZY,1711747800.0,2170.0,2444.0,53.0,1800.0,601.0,72.0,14819596.620411199,1726013.8452483318,2523788.7405960937,282371.3351463092,0.0022065917115393877,765.108153078203,745.2777777777778,2158.0,2216.0,2175.0,1513.0,139.0,2309.0
page_fault,1711747800.0,2061.0,2068.0,69.0,1710.0,337.0,112.0,3658322.74031029,1641667.6837919338,566576.3752455816,348782.8971218746,0.005421836937532231,449.08902077151333,555.9642857142857,2649.0,1676.0,1847.0,1784.0,-136.0,1925.0
AcPlusOne,1711747800.0,1884.0,2181.0,185.0,3105.0,543.0,33.0,7361292.240109127,329788.3934826666,1332830.380582364,37609.25202016806,0.004629629629629629,509.37016574585635,406.90909090909093,1752.0,1997.0,1671.0,2067.0,95.0,1979.0
Badhon_1,1711747800.0,1234.0,1234.0,60.0,662.0,746.0,181.0,9547386.122319868,2972659.980855955,1375707.710094854,613602.7240701338,0.002263904014822803,527.1260053619303,621.2486187845304,1417.0,1434.0,1143.0,947.0,-12.0,1222.0
satyam1722,1711747800.0,1376.0,1376.0,33.0,511.0,411.0,330.0,4110622.0822347677,3666912.428604706,538687.8397660403,532962.4088292501,0.03442651863295482,435.9221411192214,468.8484848484849,1808.0,1139.0,1428.0,1103.0,34.0,1410.0
sakibsidha,1711747800.0,1390.0,1390.0,54.0,495.0,312.0,156.0,2044109.646551171,1445721.8442859172,184544.6200974791,160574.4568593489,0.0025917087537488497,324.7435897435897,413.84615384615387,1429.0,1782.0,1362.0,1241.0,51.0,1441.0
ezluci,1711747800.0,1667.0,1787.0,33.0,669.0,216.0,160.0,3370478.562115151,2756192.1727830553,812022.2533141518,705790.5585948208,0.013662172973388823,576.9814814814815,622.375,2039.0,1063.0,1892.0,1544.0,126.0,1793.0
Rillaboom2020,1711747800.0,1492.0,1621.0,49.0,817.0,196.0,55.0,1244680.6977318765,356142.0636212111,148118.8861089461,31255.320060699327,0.0025917087537488497,299.3265306122449,308.0,1681.0,1465.0,1177.0,1383.0,179.0,1671.0
sreya_883,1711747800.0,1289.0,1289.0,17.0,653.0,134.0,35.0,1157829.8891178328,460882.70866351284,76003.32544962301,57683.696645788514,0.003007032652029301,404.2835820895522,528.1428571428571,1406.0,1370.0,1183.0,1417.0,121.0,1410.0
lqm123,1711747800.0,1635.0,1635.0,26.0,482.0,185.0,112.0,2431839.522614626,1866075.2735490333,505178.13582040975,452256.9910079019,0.005421836937532231,510.4054054054054,607.8571428571429,1932.0,1719.0,1415.0,1456.0,-91.0,1544.0
Szang,1711747800.0,1348.0,1358.0,47.0,580.0,226.0,47.0,2191876.961995286,584881.03333958,225592.77373121586,83956.29724312905,0.0038091161436245385,428.1061946902655,503.06382978723406,1357.0,1306.0,1385.0,1475.0,154.0,1502.0
Shashank_Agarwal,1711747800.0,1289.0,1343.0,24.0,453.0,189.0,176.0,2512824.1498431885,2426543.8180791037,406747.8671383754,406555.39895918727,0.002151657414559676,538.5132275132275,552.4772727272727,1163.0,1295.0,1430.0,1539.0,23.0,1312.0
adityasingh99,1711747800.0,1541.0,1541.0,13.0,173.0,232.0,232.0,1728125.14409263,1728125.14409263,92232.82482793686,92232.82482793686,0.040280650026977394,360.7241379310345,360.7241379310345,1886.0,1510.0,1266.0,1601.0,77.0,1618.0
FCY_2024,1711747800.0,2025.0,2025.0,14.0,2038.0,89.0,87.0,1296631.2969745935,1295332.258868917,321807.67977511353,321807.67977511353,0.005421836937532231,542.4157303370787,553.1609195402299,2304.0,2541.0,1945.0,1780.0,-73.0,1952.0
apiboy,1711747800.0,1386.0,1446.0,27.0,575.0,296.0,175.0,4489032.18283477,2634745.275040488,1038708.1290564574,551046.1118310712,0.002151657414559676,564.6756756756756,564.8571428571429,1278.0,1431.0,1518.0,1530.0,17.0,1403.0
ujjujjuj,1711747800.0,1402.0,1457.0,21.0,1006.0,68.0,38.0,655763.2817804307,378229.89178332465,97839.41575898044,63198.17034977292,0.0025917087537488497,417.11764705882354,424.3157894736842,1237.0,1649.0,1510.0,1333.0,184.0,1586.0
tvmpqx_8601,1711747800.0,2218.0,2218.0,19.0,160.0,87.0,87.0,1434744.9486121566,1434744.9486121566,353139.3728837997,353139.3728837997,0.002151657414559676,607.2873563218391,607.2873563218391,2302.0,2550.0,1923.0,2053.0,118.0,2336.0
Sarvesh-21,1711747800.0,1398.0,1398.0,85.0,760.0,1181.0,108.0,13418036.479628997,1133117.4311258846,1899300.7568898555,166493.5869226323,0.0032052599164108073,474.39627434377644,446.44444444444446,1485.0,1642.0,1344.0,1400.0,7.0,1405.0
meLearnCode,1711747800.0,1444.0,1485.0,11.0,208.0,276.0,276.0,2871689.3965825154,2871689.3965825154,595777.6081729955,595777.6081729955,0.002151657414559676,423.0289855072464,423.0289855072464,1414.0,1361.0,1662.0,1777.0,144.0,1588.0
MrCodder,1711747800.0,1202.0,1202.0,48.0,550.0,309.0,269.0,6184468.32794911,5599747.281446047,1553452.4948933315,1474451.081763831,0.009309680944792325,714.1812297734627,734.8029739776952,1424.0,1224.0,1060.0,1255.0,79.0,1281.0
JYJin,1711747800.0,2301.0,2301.0,103.0,1375.0,244.0,52.0,1964448.7128821146,650023.2684909594,222229.1549065716,109708.00788316637,0.005810382394650818,365.39344262295083,504.7692307692308,2538.0,2279.0,2095.0,2476.0,14.0,2315.0
Shafin01,1711747800.0,1202.0,1264.0,52.0,561.0,396.0,180.0,5645926.610296118,2994758.702284244,770895.1231734179,550809.4736852883,0.005421836937532231,575.020202020202,636.8888888888889,1277.0,1057.0,1169.0,1215.0,153.0,1355.0
_quantum_coder,1711747800.0,1504.0,1504.0,22.0,591.0,151.0,53.0,920446.0287578618,567844.5967569763,108239.19284615226,96010.52650983812,0.002151657414559676,288.71523178807945,437.50943396226415,1600.0,1391.0,1682.0,1399.0,-1.0,1503.0
alex.kudryashov,1711747800.0,2199.0,2199.0,108.0,2338.0,775.0,89.0,10277045.057398735,1627932.2151616456,1880358.221139465,394369.8799774505,0.0038875631306232745,516.0967741935484,640.3258426966293,2355.0,2258.0,2266.0,2154.0,-7.0,2192.0
SneiderQuintero,1711747800.0,1296.0,1390.0,33.0,1475.0,225.0,41.0,2452698.4066865453,609110.2885520436,314837.8160708384,114828.03699652944,0.0036738892848117116,464.0,562.5365853658536,1092.0,1286.0,1414.0,1760.0,327.0,1623.0
manoj230322,1711747800.0,1453.0,1483.0,78.0,737.0,504.0,121.0,6832870.870302791,2264890.984525917,1414773.2015701346,620347.0483184048,0.01839641212192808,525.1746031746031,659.396694214876,1474.0,1563.0,1179.0,1594.0,32.0,1485.0
monsieur9,1711747800.0,1395.0,1515.0,49.0,1039.0,201.0,17.0,2833774.2807597406,156127.91922828532,541754.4945774766,17480.488192024754,0.0025917087537488497,530.8706467661691,410.88235294117646,1440.0,1350.0,1327.0,1354.0,72.0,1467.0
Galaxy_Ivan,1711747800.0,1430.0,1478.0,16.0,147.0,57.0,57.0,698544.5972341036,698544.5972341036,147783.88434782712,147783.88434782712,0.0025917087537488497,484.03508771929825,484.03508771929825,1559.0,1114.0,1613.0,1427.0,173.0,1603.0
Stronger_Than_Kdlyh,1711747800.0,1577.0,1577.0,20.0,169.0,370.0,370.0,2780734.519588267,2780734.519588267,222729.5844316522,222729.5844316522,0.10150087774487461,346.7837837837838,346.7837837837838,1919.0,1706.0,1307.0,1470.0,70.0,1647.0
mr_kamran,1711747800.0,1451.0,1503.0,102.0,892.0,1216.0,375.0,15820910.622378005,5634010.520758322,2623534.9171524304,1221801.7463036526,9.908065484631063,511.9111842105263,552.7333333333333,1418.0,1357.0,1479.0,1647.0,-96.0,1355.0
xmucp,1711747800.0,1726.0,1843.0,74.0,709.0,524.0,241.0,6086391.463252443,4121396.6071605696,1004800.4995012569,892130.865296781,0.08674939100051568,472.85496183206106,636.655601659751,1750.0,1556.0,1559.0,1930.0,171.0,1897.0
lalitgupta0803,1711747800.0,1232.0,1232.0,54.0,665.0,397.0,152.0,7049060.962817476,3175895.623735777,1397205.030784501,810764.7299068003,0.0022065917115393877,667.2443324937028,743.6578947368421,1766.0,1174.0,684.0,1106.0,-19.0,1213.0
swrt,1711747800.0,1212.0,1313.0,21.0,358.0,139.0,135.0,2140198.0383483423,2096086.2678683011,390045.4548808261,387259.347919491,0.005421836937532231,599.5107913669065,602.8148148148148,969.0,1233.0,1523.0,1225.0,214.0,1426.0
rupaparasmit,1711747800.0,1273.0,1331.0,26.0,580.0,99.0,29.0,1102846.2440430494,359793.4469464016,142325.15443359604,55836.921253502675,0.005421836937532231,478.5151515151515,513.2068965517242,1099.0,1472.0,1350.0,1637.0,183.0,1456.0
zaogaijieshu,1711747800.0,1554.0,1619.0,33.0,497.0,195.0,85.0,2451458.5573239652,1045932.1465148196,534823.9326343486,213222.77879128943,0.005524271728019902,462.4102564102564,453.05882352941177,1749.0,1471.0,1216.0,1495.0,22.0,1576.0
Fikrat_Asadzadeh,1711747800.0,1292.0,1292.0,40.0,621.0,313.0,177.0,4432862.7521749595,2681031.0883638454,850993.6254793685,515551.7175295406,0.0025200511757028582,552.7284345047923,578.6214689265537,1403.0,1180.0,1607.0,1534.0,85.0,1377.0
daniel071292,1711747800.0,1816.0,2249.0,95.0,2510.0,1114.0,55.0,23841594.83711795,731154.9754379833,5102526.599220742,150444.32306371204,0.0025917087537488497,712.0071813285458,507.6363636363636,2101.0,1442.0,1514.0,1749.0,-23.0,1793.0
VinitPatil28,1711747800.0,1223.0,1223.0,16.0,813.0,237.0,193.0,3242635.034780296,2868288.4260878363,509686.2510298252,495588.01261054317,0.005421836937532231,549.9957805907173,581.6632124352332,1295.0,1136.0,1445.0,1271.0,107.0,1330.0
Alfie,1711747800.0,1302.0,1404.0,118.0,799.0,1055.0,130.0,14860208.229841406,2177576.642372957,2777050.6188520626,489941.26783071394,0.002263904014822803,554.9668246445498,619.5384615384615,1206.0,1124.0,1875.0,1025.0,9.0,1311.0
RezaSetayesh,1711747800.0,1404.0,1436.0,24.0,600.0,448.0,301.0,6240262.818407721,5217176.898286322,1261322.2080252832,1110761.2669233403,0.002151657414559676,496.0,584.704318936877,1341.0,1500.0,1292.0,1571.0,107.0,1511.0
edogawa_something,1711747800.0,1839.0,2124.0,109.0,1475.0,554.0,78.0,8594190.278864589,1938199.4465785096,2040959.6034685117,600652.5665273472,0.002151657414559676,572.3718411552346,791.7692307692307,1581.0,1730.0,2050.0,1718.0,238.0,2077.0
ydv_m_k,1711747800.0,1300.0,1320.0,20.0,435.0,269.0,210.0,3872824.864083359,3509590.336383243,761205.5977004241,760920.992711009,0.0022065917115393877,561.7100371747212,626.1904761904761,1240.0,1599.0,1164.0,1416.0,41.0,1341.0
random360,1711747800.0,1364.0,1399.0,16.0,177.0,163.0,163.0,3562976.7158423956,3562976.7158423956,919752.3690960684,919752.3690960684,0.002263904014822803,742.7484662576687,742.7484662576687,1259.0,1684.0,1181.0,1579.0,42.0,1406.0
aceC0der,1711747800.0,1241.0,1525.0,148.0,1978.0,902.0,165.0,18563738.200611092,3971491.098039971,3948392.3283456224,832992.7558993809,0.002151657414559676,710.1086474501109,792.939393939394,1040.0,1050.0,1133.0,1679.0,90.0,1331.0
gohan123,1711747800.0,2072.0,2260.0,163.0,2688.0,421.0,38.0,4492375.017825496,403169.5317262573,782535.3901370801,83751.4151432645,0.0036738892848117116,434.6508313539192,422.7368421052632,2123.0,1950.0,2114.0,1872.0,85.0,2157.0
Kyte,1711747800.0,2027.0,2056.0,27.0,223.0,381.0,381.0,3461413.6838145587,3461413.6838145587,459215.3898677622,459215.3898677622,0.005421836937532231,393.73490813648294,393.73490813648294,1940.0,2212.0,1902.0,2503.0,-17.0,2010.0
milind0110,1711747800.0,1971.0,2155.0,169.0,1396.0,1416.0,157.0,19730835.49129455,2416355.2205510847,3862713.3448962593,479007.9442451378,0.0025917087537488497,530.2005649717514,552.5668789808917,2367.0,1380.0,1632.0,2172.0,25.0,1996.0
Pandora1139,1711747800.0,1578.0,1578.0,32.0,595.0,255.0,222.0,2279179.425692908,2105649.1748916763,249111.07009733538,215096.19120070955,0.005421836937532231,385.921568627451,409.3873873873874,1758.0,1536.0,1338.0,1663.0,151.0,1729.0
zhtg,1711747800.0,1586.0,1630.0,46.0,607.0,285.0,107.0,3965079.3744893083,1437007.0508058935,768064.507197811,249241.3895049606,0.002151657414559676,481.0175438596491,472.8785046728972,1454.0,1666.0,1615.0,1595.0,120.0,1706.0
ayachc,1711747800.0,1966.0,2081.0,10.0,1694.0,39.0,27.0,800977.827650495,513855.944195632,197233.4806125926,108655.13013324028,0.002263904014822803,695.5384615384615,645.1111111111111,1822.0,1900.0,1965.0,2231.0,90.0,2056.0
ahmedhusseinali107,1711747800.0,1412.0,1412.0,17.0,469.0,159.0,106.0,2095638.0260616108,1677849.8656636584,439253.8457837624,387111.923552224,0.007836075366979514,499.3207547169811,568.188679245283,1430.0,1451.0,1658.0,1527.0,148.0,1560.0
Aloo-Paratha,1711747800.0,1848.0,1885.0,10.0,537.0,23.0,6.0,182441.8733869779,40344.467450284494,20344.32215646017,2550.1118621287046,0.002151657414559676,356.3478260869565,318.6666666666667,1737.0,2074.0,1777.0,1711.0,-236.0,1612.0
TooTiredRetiring,1711747800.0,1395.0,1469.0,25.0,349.0,101.0,91.0,1171372.1376077037,1100662.209532467,196692.7994482266,192248.9482549334,0.0025917087537488497,477.2772277227723,491.8131868131868,1413.0,1581.0,1385.0,1452.0,1.0,1396.0
Vimal_Parmar,1711747800.0,1439.0,1611.0,53.0,796.0,783.0,404.0,12560179.818504864,9460479.299117764,3416000.7160340347,3007024.742862914,0.013662172973388823,583.3499361430396,785.7524752475248,1445.0,915.0,1722.0,1511.0,-134.0,1305.0
milet,1711747800.0,1565.0,1686.0,52.0,546.0,317.0,166.0,3455953.3282742,2306001.4498979594,607408.8137673266,424541.22871137544,0.04635605374991679,401.5615141955836,484.3975903614458,1622.0,1363.0,1370.0,1815.0,351.0,1916.0
LittleSharkForest,1711747800.0,1386.0,1386.0,36.0,503.0,427.0,299.0,7801300.060799784,5329868.862112505,1589375.0572040144,1209041.001453144,0.002151657414559676,636.248243559719,637.4113712374582,1437.0,1411.0,1286.0,1627.0,36.0,1422.0
stefanvil3,1711747800.0,1289.0,1342.0,26.0,544.0,180.0,129.0,2637108.856430106,2295427.7121972255,458435.6707211649,453338.0990800372,0.0022065917115393877,564.8888888888889,649.7596899224807,1196.0,1683.0,884.0,1190.0,237.0,1526.0
JG_0212,1711747800.0,1246.0,1356.0,44.0,831.0,190.0,94.0,3094176.593354491,1765938.4474173298,567613.1492138556,339964.42698309047,0.002151657414559676,608.7368421052631,668.8936170212766,1276.0,1233.0,1129.0,1435.0,186.0,1432.0
Zxyoul,1711747800.0,1820.0,1820.0,45.0,462.0,272.0,247.0,5172291.026370093,5008088.260590319,1215858.2481942116,1202975.951139907,0.002151657414559676,652.4264705882352,686.8825910931174,2003.0,1852.0,2142.0,1386.0,101.0,1921.0
BigBadWolf,1711747800.0,1324.0,1330.0,31.0,929.0,354.0,119.0,11180678.709308058,4530670.357272426,2068866.0260510019,300401.8247419089,0.003007032652029301,946.6214689265537,1073.4789915966387,1534.0,1512.0,1051.0,1015.0,211.0,1535.0
Jawad.Akbar_JJ,1711747800.0,1766.0,1822.0,102.0,648.0,745.0,361.0,10380977.869150624,7380245.573368513,2236222.647529449,1899062.1480745396,0.005421836937532231,523.261744966443,710.1772853185596,1802.0,1961.0,2159.0,1476.0,90.0,1856.0
dhruv338,1711747800.0,1581.0,1674.0,79.0,535.0,352.0,158.0,3822726.880614043,2247142.32695688,796725.3886433442,545584.0757292298,0.07959665243414632,416.72727272727275,522.7974683544304,1503.0,1610.0,1897.0,1578.0,35.0,1616.0
asdsasd,1711747800.0,2585.0,2788.0,100.0,1317.0,337.0,23.0,3028951.5831862967,302449.04701656237,500355.3151968075,56323.52712924135,0.0036738892848117116,375.8308605341246,519.3478260869565,2348.0,2355.0,3079.0,3215.0,154.0,2739.0
Tri17,1711747800.0,1733.0,1733.0,24.0,329.0,160.0,158.0,3177226.781917027,3166586.4079207284,601833.3450124129,601833.3450124129,0.01839641212192808,662.0,667.0,1907.0,1699.0,1730.0,1703.0,169.0,1902.0
Rajat_Kr.,1711747800.0,1320.0,1427.0,48.0,535.0,275.0,62.0,4032635.0412193774,876055.9203235601,747409.3987490195,169883.0284230595,0.003007032652029301,566.1818181818181,547.741935483871,1353.0,1261.0,1163.0,1235.0,11.0,1331.0
Losa1,1711747800.0,1384.0,1404.0,39.0,1642.0,201.0,35.0,2714481.049016107,490542.5294517366,532491.3405898443,112677.24029910628,0.003952847075210474,520.9751243781094,538.8571428571429,1324.0,1494.0,1551.0,1903.0,-75.0,1309.0
Soham2312,1711747800.0,1524.0,1526.0,52.0,815.0,575.0,161.0,3923536.845117746,2031579.4106639063,469850.9824276093,406140.52862338483,0.01839641212192808,311.6521739130435,490.90683229813664,1668.0,1326.0,1550.0,1659.0,-170.0,1354.0
NourEldinAhmed,1711747800.0,1463.0,1609.0,61.0,917.0,605.0,185.0,10146669.443076596,4308008.719457338,2281522.8892960274,1045848.4485509542,0.002151657414559676,589.396694214876,749.972972972973,1199.0,1377.0,1660.0,1781.0,206.0,1669.0
AbdElRahmanOsama2,1711747800.0,1383.0,1407.0,26.0,372.0,301.0,281.0,4255624.225622808,4024511.763323253,849963.3263537354,814858.995097106,0.0022065917115393877,549.5581395348837,554.3665480427046,1392.0,1302.0,1556.0,1383.0,22.0,1405.0
p__ce1052,1711747800.0,1851.0,2160.0,91.0,2005.0,883.0,87.0,11601671.79127785,1229847.0223406332,2340860.576784625,295811.07397389144,0.002151657414559676,504.71913929784824,530.6091954022988,1968.0,1107.0,2020.0,1915.0,116.0,1967.0
abhay_adm,1711747800.0,1389.0,1443.0,33.0,690.0,391.0,127.0,3517296.623634931,1628802.3322000857,412613.83709674195,289515.8998315458,0.002151657414559676,400.00255754475705,503.12598425196853,1500.0,1397.0,1319.0,1589.0,183.0,1572.0
